statename|url|website|activity_level|activity_level_label|weekend|season|weeknumber,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|0|Insufficient Data|Sep-09-2017|2016-17|36,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|0|Insufficient Data|Sep-09-2017|2016-17|36,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Sep-09-2017|2016-17|36,,,
North Dakota|http://www.ndflu.com/default.aspx|Influenza|0|Insufficient Data|Sep-09-2017|2016-17|36,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Sep-09-2017|2016-17|36,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|0|Insufficient Data|Sep-16-2017|2016-17|37,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|0|Insufficient Data|Sep-16-2017|2016-17|37,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Sep-16-2017|2016-17|37,,,
North Dakota|http://www.ndflu.com/default.aspx|Influenza|0|Insufficient Data|Sep-16-2017|2016-17|37,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Sep-16-2017|2016-17|37,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|0|Insufficient Data|Sep-23-2017|2016-17|38,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|0|Insufficient Data|Sep-23-2017|2016-17|38,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Sep-23-2017|2016-17|38,,,
North Dakota|http://www.ndflu.com/default.aspx|Influenza|0|Insufficient Data|Sep-23-2017|2016-17|38,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Sep-23-2017|2016-17|38,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|0|Insufficient Data|Sep-30-2017|2016-17|39,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Sep-30-2017|2016-17|39,,,
North Dakota|http://www.ndflu.com/default.aspx|Influenza|0|Insufficient Data|Sep-30-2017|2016-17|39,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Sep-30-2017|2016-17|39,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Oct-07-2017|2017-18|40,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Oct-14-2017|2017-18|41,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Oct-21-2017|2017-18|42,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Oct-28-2017|2017-18|43,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Nov-04-2017|2017-18|44,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Nov-11-2017|2017-18|45,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Dec-02-2017|2017-18|48,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Dec-09-2017|2017-18|49,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Dec-23-2017|2017-18|51,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Dec-30-2017|2017-18|52,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jan-13-2018|2017-18|2,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|May-12-2018|2017-18|19,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|May-19-2018|2017-18|20,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Jun-02-2018|2017-18|22,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|May-26-2018|2017-18|21,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Jun-09-2018|2017-18|23,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jun-09-2018|2017-18|23,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Jun-16-2018|2017-18|24,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Jun-23-2018|2017-18|25,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jun-02-2018|2017-18|22,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jun-16-2018|2017-18|24,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Jun-30-2018|2017-18|26,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jun-23-2018|2017-18|25,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|0|Insufficient Data|Jun-30-2018|2017-18|26,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|0|Insufficient Data|Jun-30-2018|2017-18|26,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jun-30-2018|2017-18|26,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Jul-07-2018|2017-18|27,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Jul-14-2018|2017-18|28,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Jul-21-2018|2017-18|29,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jul-07-2018|2017-18|27,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|0|Insufficient Data|Jul-07-2018|2017-18|27,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|0|Insufficient Data|Jul-14-2018|2017-18|28,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jul-14-2018|2017-18|28,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jul-21-2018|2017-18|29,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Jul-28-2018|2017-18|30,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Aug-04-2018|2017-18|31,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|0|Insufficient Data|Jul-21-2018|2017-18|29,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|0|Insufficient Data|Jul-28-2018|2017-18|30,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jul-28-2018|2017-18|30,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Aug-04-2018|2017-18|31,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|0|Insufficient Data|Aug-04-2018|2017-18|31,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|0|Insufficient Data|Aug-11-2018|2017-18|32,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Aug-11-2018|2017-18|32,,,
North Dakota|http://www.ndflu.com/default.aspx|Influenza|0|Insufficient Data|Aug-11-2018|2017-18|32,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Aug-18-2018|2017-18|33,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Aug-11-2018|2017-18|32,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|0|Insufficient Data|Aug-18-2018|2017-18|33,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Aug-18-2018|2017-18|33,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Aug-25-2018|2017-18|34,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|0|Insufficient Data|Aug-25-2018|2017-18|34,,,
Montana|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|Influenza: What You Need to Know|0|Insufficient Data|Aug-25-2018|2017-18|34,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Aug-25-2018|2017-18|34,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|0|Insufficient Data|Sep-01-2018|2017-18|35,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Sep-01-2018|2017-18|35,,,
North Dakota|http://www.ndflu.com/default.aspx|Influenza|0|Insufficient Data|Sep-01-2018|2017-18|35,,,
Montana|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|Influenza: What You Need to Know|0|Insufficient Data|Sep-01-2018|2017-18|35,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Sep-01-2018|2017-18|35,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|0|Insufficient Data|Sep-08-2018|2017-18|36,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Sep-08-2018|2017-18|36,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|0|Insufficient Data|Sep-08-2018|2017-18|36,,
Vermont|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|Flu Activity|0|Insufficient Data|Sep-08-2018|2017-18|36,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Sep-08-2018|2017-18|36,,,
Montana|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|Influenza: What You Need to Know|0|Insufficient Data|Sep-08-2018|2017-18|36,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Sep-15-2018|2017-18|37,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|0|Insufficient Data|Sep-15-2018|2017-18|37,,,
Montana|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|Influenza: What You Need to Know|0|Insufficient Data|Sep-15-2018|2017-18|37,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|0|Insufficient Data|Sep-15-2018|2017-18|37,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Sep-15-2018|2017-18|37,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|0|Insufficient Data|Sep-22-2018|2017-18|38,,,
Idaho|http://flu.idaho.gov|Influenza|0|Insufficient Data|Sep-22-2018|2017-18|38,,,
Montana|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|Influenza: What You Need to Know|0|Insufficient Data|Sep-22-2018|2017-18|38,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|0|Insufficient Data|Sep-22-2018|2017-18|38,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Sep-22-2018|2017-18|38,,,
Montana|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|Influenza: What You Need to Know|0|Insufficient Data|Sep-29-2018|2017-18|39,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Sep-29-2018|2017-18|39,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Mar-09-2019|2018-19|10,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Mar-16-2019|2018-19|11,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Mar-23-2019|2018-19|12,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Mar-30-2019|2018-19|13,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Apr-06-2019|2018-19|14,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Apr-13-2019|2018-19|15,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Apr-20-2019|2018-19|16,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Apr-27-2019|2018-19|17,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jun-09-2012|2011-12|23,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|0|Insufficient Data|Jun-16-2012|2011-12|24,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jun-16-2012|2011-12|24,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|0|Insufficient Data|Jun-23-2012|2011-12|25,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jun-23-2012|2011-12|25,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|0|Insufficient Data|Jun-30-2012|2011-12|26,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|0|Insufficient Data|Jun-30-2012|2011-12|26,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|0|Insufficient Data|Jun-30-2012|2011-12|26,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|0|Insufficient Data|Jun-16-2012|2011-12|24,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|0|Insufficient Data|Jun-16-2012|2011-12|24,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|0|Insufficient Data|Jun-23-2012|2011-12|25,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|0|Insufficient Data|Jun-23-2012|2011-12|25,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|0|Insufficient Data|Jun-30-2012|2011-12|26,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jun-30-2012|2011-12|26,,,
Arkansas|http://www.healthy.arkansas.gov/programs-services/topics/influenza|Communicable Disease and Immunizations|0|Insufficient Data|Jul-07-2012|2011-12|27,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|0|Insufficient Data|Jul-07-2012|2011-12|27,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|0|Insufficient Data|Jul-07-2012|2011-12|27,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|0|Insufficient Data|Jul-07-2012|2011-12|27,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jul-07-2012|2011-12|27,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|0|Insufficient Data|Jul-14-2012|2011-12|28,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|0|Insufficient Data|Jul-14-2012|2011-12|28,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|0|Insufficient Data|Jul-14-2012|2011-12|28,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|0|Insufficient Data|Jul-07-2012|2011-12|27,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|0|Insufficient Data|Jul-14-2012|2011-12|28,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jul-14-2012|2011-12|28,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|0|Insufficient Data|Jul-21-2012|2011-12|29,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|0|Insufficient Data|Jul-21-2012|2011-12|29,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|0|Insufficient Data|Jul-21-2012|2011-12|29,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jul-21-2012|2011-12|29,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|0|Insufficient Data|Jul-28-2012|2011-12|30,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|0|Insufficient Data|Jul-28-2012|2011-12|30,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|0|Insufficient Data|Jul-28-2012|2011-12|30,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|0|Insufficient Data|Jul-21-2012|2011-12|29,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|0|Insufficient Data|Jul-28-2012|2011-12|30,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Jul-28-2012|2011-12|30,,,
Arkansas|http://www.healthy.arkansas.gov/programs-services/topics/influenza|Communicable Disease and Immunizations|0|Insufficient Data|Aug-04-2012|2011-12|31,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|0|Insufficient Data|Aug-04-2012|2011-12|31,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|0|Insufficient Data|Aug-04-2012|2011-12|31,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|0|Insufficient Data|Aug-04-2012|2011-12|31,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|0|Insufficient Data|Aug-04-2012|2011-12|31,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Aug-04-2012|2011-12|31,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|0|Insufficient Data|Aug-11-2012|2011-12|32,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|0|Insufficient Data|Aug-11-2012|2011-12|32,,,
Arkansas|http://www.healthy.arkansas.gov/programs-services/topics/influenza|Communicable Disease and Immunizations|0|Insufficient Data|Aug-11-2012|2011-12|32,,,
Iowa|http://idph.iowa.gov/influenza/surveillance|Iowa Influenza Surveillance Network|0|Insufficient Data|Aug-11-2012|2011-12|32,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|0|Insufficient Data|Aug-11-2012|2011-12|32,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|0|Insufficient Data|Aug-11-2012|2011-12|32,,,
Virgin Islands|http://doh.vi.gov/|Influenza|0|Insufficient Data|Aug-11-2012|2011-12|32,,,
Delaware|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|Weekly Influenza Surveillance Reports|0|Insufficient Data|Aug-18-2012|2011-12|33,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|0|Insufficient Data|Aug-18-2012|2011-12|33,,,
Maryland|https://phpa.health.maryland.gov/influenza/fluwatch|Influenza Surveillance|0|Insufficient Data|Aug-18-2012|2011-12|33,,,
Arkansas|http://www.healthy.arkansas.gov/programs-services/topics/influenza|Communicable Disease and Immunizations|0|Insufficient Data|Aug-18-2012|2011-12|33,,,
Iowa|http://idph.iowa.gov/influenza/surveillance|Iowa Influenza Surveillance Network|0|Insufficient Data|Aug-18-2012|2011-12|33,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|0|Insufficient Data|Aug-18-2012|2011-12|33,,,
